,date_dob,fjc_id,fl_initial,fml_initial,id,name_first,name_last,name_middle,docket_number,pacer_case_id,district_name,query_district_code,docket_padded,docket,title
341,1956-01-01,3232.0,wc,wmc,696,William,Conley,Martin,3:17-cv-960,41064,wiw,wiwd,1700960,1700960,3:17-cv-00960-wmc Black Card LLC v. Visa Inc. et al (closed 02/09/2018)
342,1956-01-01,3232.0,wc,wmc,696,William,Conley,Martin,3:14-cv-503,35512,wiw,wiwd,1400503,1400503,"3:14-cv-00503-wmc ABS Global, Inc. v. Inguran, LLC"
343,1956-01-01,3232.0,wc,wmc,696,William,Conley,Martin,3:16-cv-469,38648,wiw,wiwd,1600469,1600469,"3:16-cv-00469-wmc Ashley Furniture Industries, Inc. v. Packaging Corporation of America et al (closed 01/10/2019)"
344,1951-01-01,3375.0,sc,slc,542,Susan,Carney,Laura,3:10-cv-790,29342,wiw,wiwd,1000790,1000790,"3:10-cv-00790-slc Treehouse, Inc. v. American Express Company et al (closed 02/24/2011)"
345,1951-01-01,3375.0,sc,slc,542,Susan,Carney,Laura,3:14-cv-734,35900,wiw,wiwd,1400734,1400734,"3:14-cv-00734-slc Woodman's Food Market, Inc. v. The Clorox Company et al (closed 10/02/2017)"
346,1903-04-17,429.0,sc,slc,617,Sidney,Christie,Lee,3:10-cv-790,29342,wiw,wiwd,1000790,1000790,"3:10-cv-00790-slc Treehouse, Inc. v. American Express Company et al (closed 02/24/2011)"
347,1903-04-17,429.0,sc,slc,617,Sidney,Christie,Lee,3:14-cv-734,35900,wiw,wiwd,1400734,1400734,"3:14-cv-00734-slc Woodman's Food Market, Inc. v. The Clorox Company et al (closed 10/02/2017)"
348,1857-02-10,452.0,hc,hdc,645,Henry,Clayton,De Lamar,4:98-cv-72,18295,okn,oknd,9800072,9800072,"4:98-cv-00072-hdc Bodiford v. Grove Gen Hospital, et al (closed 11/05/1998)"
349,1857-02-10,452.0,hc,hdc,645,Henry,Clayton,De Lamar,4:98-cv-947,19277,okn,oknd,9800947,9800947,"4:98-cv-00947-hdc Hise, et al v. Philip Morris Inc, et al (closed 04/29/1999)"
350,1924-04-14,502.0,hc,hdc,715,Harold,Cook,Dale,4:98-cv-72,18295,okn,oknd,9800072,9800072,"4:98-cv-00072-hdc Bodiford v. Grove Gen Hospital, et al (closed 11/05/1998)"
351,1924-04-14,502.0,hc,hdc,715,Harold,Cook,Dale,4:98-cv-947,19277,okn,oknd,9800947,9800947,"4:98-cv-00947-hdc Hise, et al v. Philip Morris Inc, et al (closed 04/29/1999)"
352,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:70-cr-126,1136,wiw,wiwd,7000126,7000126,"3:70-cr-00126-bbc United States of America v. Burt, Leo"
353,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:89-cv-388,5929,wiw,wiwd,8900388,8900388,"3:89-cv-00388-bbc STOCKMAN DEVELOPMENT, INC. v. THE FARM-OYL COMPANY (closed 04/24/1990)"
354,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:90-cv-261,6788,wiw,wiwd,9000261,9000261,"3:90-cv-00261-bbc HEINZ, THOMAS A. v. FRANK LLOYD WRIGHT FOUNDATION (closed 02/07/1991)"
355,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:91-cv-18,7400,wiw,wiwd,9100018,9100018,"3:91-cv-00018-bbc STRASBURG, JOHN W. v. STATE BAR OF WISCONSIN (closed 12/30/1991)"
356,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:94-cv-137,33825,wiw,wiwd,9400137,9400137,3:94-cv-00137-bbc BLUE CROSS & BLUE SHIELD UNITED OF WISCONSIN v. MARSHFIELD CLINIC (closed 03/04/1999)
357,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:94-cv-137,33825,wiw,wiwd,9400137,9400137,3:94-cv-00137-bbc BLUE CROSS & BLUE SHIELD UNITED OF WISCONSIN v. MARSHFIELD CLINIC (closed 03/04/1999)
358,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:97-cv-418,13645,wiw,wiwd,9700418,9700418,3:97-cv-00418-bbc STATE OF WISCONSIN v. MARSHFIELD CLINIC (closed 06/19/1997)
359,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:96-cv-592,12822,wiw,wiwd,9600592,9600592,"3:96-cv-00592-bbc ROZEMA, HENRY v. THE MARSHFIELD CLINIC (closed 12/16/1997)"
360,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:96-cv-916,13091,wiw,wiwd,9600916,9600916,"3:96-cv-00916-bbc MALEK, KATHLEEN V. v. MARSHFIELD CLINIC (closed 12/16/1997)"
361,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:94-cv-137,33825,wiw,wiwd,9400137,9400137,3:94-cv-00137-bbc BLUE CROSS & BLUE SHIELD UNITED OF WISCONSIN v. MARSHFIELD CLINIC (closed 03/04/1999)
362,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:98-cv-304,20638,wiw,wiwd,9800304,9800304,"3:98-cv-00304-bbc MILLER BREWING COMPANY v. SCHUTZ INTERNATIONAL, INC. (closed 10/08/1999)"
363,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:99-cv-377,20206,wiw,wiwd,9900377,9900377,"3:99-cv-00377-bbc LOEB INDUSTRIES, INC. v. MERRILL LYNCH INTERNATIONAL, INC (closed 04/06/2001)"
364,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:99-cv-468,19099,wiw,wiwd,9900468,9900468,"3:99-cv-00468-bbc METAL PREP COMPANY, INC. v. MERRILL LYNCH INTERNATIONAL, INC. (closed 04/06/2001)"
365,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:99-cv-621,19239,wiw,wiwd,9900621,9900621,3:99-cv-00621-bbc VIACOM INC v. GLOBAL MINERALS AND METALS CORP. (closed 09/28/2004)
366,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:99-cv-801,19414,wiw,wiwd,9900801,9900801,"3:99-cv-00801-bbc OCEAN VIEW CAPITAL, INC. v. GLOBAL MINERALS AND METALS CORP. (closed 09/28/2004)"
367,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:10-cv-259,28286,wiw,wiwd,100259,100259,"3:10-cv-00259-bbc Ripp, Timothy v. Bradley, Robyn (closed 07/12/2011)"
368,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:10-cv-13,27542,wiw,wiwd,100013,100013,"3:10-cv-00013-bbc J&J Sports Productions, Inc. v. Huntala Corporation et al (closed 08/03/2010)"
369,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:99-cv-621,19239,wiw,wiwd,9900621,9900621,3:99-cv-00621-bbc VIACOM INC v. GLOBAL MINERALS AND METALS CORP. (closed 09/28/2004)
370,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:99-cv-801,19414,wiw,wiwd,9900801,9900801,"3:99-cv-00801-bbc OCEAN VIEW CAPITAL, INC. v. GLOBAL MINERALS AND METALS CORP. (closed 09/28/2004)"
371,1939-01-01,530.0,bc,bbc,752,Barbara,Crabb,Brandriff,3:11-cv-107,29691,wiw,wiwd,1100107,1100107,"3:11-cv-00107-bbc Wisconsin Jam Productions, Inc. et al v. Willis, Bobby (closed 05/03/2011)"
372,1920-04-02,679.0,je,joe,961,Joseph,Eaton,Oscar,4:92-cv-1063,9591,okn,oknd,9201063,9201063,"4:92-cv-01063-joe Natl Assn Review App, et al v. Land (closed 02/22/1993)"
373,1920-04-02,679.0,je,joe,961,Joseph,Eaton,Oscar,4:99-cv-305,20077,okn,oknd,9900305,9900305,"4:99-cv-00305-joe BOK Financial Corp v. USA, et al (closed 05/06/1999)"
374,1929-01-11,704.0,je,joe,989,James,Ellison,O.,4:92-cv-1063,9591,okn,oknd,9201063,9201063,"4:92-cv-01063-joe Natl Assn Review App, et al v. Land (closed 02/22/1993)"
375,1929-01-11,704.0,je,joe,989,James,Ellison,O.,4:99-cv-305,20077,okn,oknd,9900305,9900305,"4:99-cv-00305-joe BOK Financial Corp v. USA, et al (closed 05/06/1999)"
