result,docket_padded,docket,district_name
NONE,8700634,8700634,ma
NONE,8300196,8300196,ma
NONE,8300556,8300556,ma
NONE,8103187,8103187,ma
NONE,8203376,8203376,ma
NONE,8402320,8402320,ma
NONE,8601072,8601072,ma
NONE,8602188,8602188,ma
NONE,8602540,8602540,ma
NONE,8603532,8603532,ma
NONE,8700583,8700583,ma
NONE,8700640,8700640,ma
NONE,8700921,8700921,ma
NONE,8701091,8701091,ma
NONE,8701660,8701660,ma
NONE,8701817,8701817,ma
NONE,8702243,8702243,ma
NONE,8702890,8702890,ma
NONE,8702926,8702926,ma
NONE,8801018,8801018,ma
NONE,8000037,8000037,ma
NONE,8400282,8400282,ma
NONE,8404065,8404065,ma
NONE,8500786,8500786,ma
NONE,8601539,8601539,ma
NONE,8700133,8700133,ma
NONE,8702256,8702256,ma
NONE,7900073,7900073,nh
NONE,7900094,7900094,nh
NONE,7900208,7900208,nh
NONE,7700407,7700407,nh
NONE,8000295,8000295,nh
NONE,7800076,7800076,nh
NONE,7900058,7900058,nh
NONE,7600244,7600244,nh
NONE,7600333,7600333,nh
NONE,7500014,7500014,nh
NONE,7500014,7500014,nh
NONE,7500221,7500221,nh
NONE,7300146,7300146,nh
NONE,7300062,7300062,nh
NONE,0003287,0003287,nh
NONE,7200213,7200213,nh
NONE,0003024,0003024,nh
NONE,8000408,8000408,ri
NONE,8100149,8100149,ri
NONE,8100774,8100774,ri
NONE,8200684,8200684,ri
NONE,8300696,8300696,ri
NONE,8300750,8300750,ri
NONE,8400059,8400059,ri
NONE,8400100,8400100,ri
NONE,8400562,8400562,ri
NONE,7900419,7900419,ri
NONE,8200268,8200268,ri
NONE,8300263,8300263,ri
NONE,8300387,8300387,ri
NONE,7900324,7900324,ri
NONE,8000257,8000257,ri
NONE,8000325,8000325,ri
NONE,8000446,8000446,ri
NONE,8000525,8000525,ri
NONE,8100219,8100219,ri
NONE,8200175,8200175,ri
NONE,8200176,8200176,ri
NONE,8200814,8200814,ri
NONE,8300150,8300150,ri
NONE,8300151,8300151,ri
NONE,7500176,7500176,ri
NONE,7700158,7700158,ri
NONE,7800619,7800619,ri
NONE,7800632,7800632,ri
NONE,7800704,7800704,ri
NONE,7900103,7900103,ri
NONE,7900550,7900550,ri
NONE,7900650,7900650,ri
NONE,8100286,8100286,ri
NONE,8100748,8100748,ri
NONE,7700109,7700109,ri
NONE,7900021,7900021,ri
NONE,7900291,7900291,ri
NONE,8000001,8000001,ri
NONE,8000313,8000313,ri
NONE,8000407,8000407,ri
NONE,8000408,8000408,ri
NONE,0005133,0005133,ri
NONE,0005270,0005270,ri
NONE,7500160,7500160,ri
NONE,7500317,7500317,ri
NONE,7600153,7600153,ri
NONE,7700603,7700603,ri
NONE,7700709,7700709,ri
NONE,7900197,7900197,ri
NONE,7500227,7500227,ri
NONE,7600205,7600205,ri
NONE,7600225,7600225,ri
NONE,7700600,7700600,ri
NONE,7800227,7800227,ri
NONE,0005068,0005068,ri
NONE,0005107,0005107,ri
NONE,0005270,0005270,ri
NONE,7500252,7500252,ri
NONE,7500341,7500341,ri
NONE,7600074,7600074,ri
NONE,7600344,7600344,ri
NONE,7700112,7700112,ri
NONE,7500176,7500176,ri
NONE,0003523,0003523,ri
NONE,0004382,0004382,ri
NONE,0005364,0005364,ri
NONE,7400059,7400059,ri
NONE,0005113,0005113,ri
NONE,0005245,0005245,ri
NONE,0004117,0004117,ri
NONE,0004290,0004290,ri
NONE,0004874,0004874,ri
NONE,0004896,0004896,ri
NONE,0004969,0004969,ri
NONE,0003523,0003523,ri
NONE,0004310,0004310,ri
NONE,0004422,0004422,ri
NONE,0004552,0004552,ri
NONE,0004645,0004645,ri
NONE,0003843,0003843,ri
NONE,8400418,8400418,ri
NONE,8500092,8500092,ri
NONE,8500341,8500341,ri
NONE,8600647,8600647,ri
NONE,8700165,8700165,ri
NONE,8600598,8600598,ri
NONE,8700544,8700544,ri
NONE,8900555,8900555,ri
NONE,8900611,8900611,ri
NONE,9000145,9000145,ri
NONE,8001030,8001030,pr
NONE,8002371,8002371,pr
NONE,8301280,8301280,pr
NONE,8302924,8302924,pr
NONE,8402238,8402238,pr
NONE,8402530,8402530,pr
NONE,8500027,8500027,pr
NONE,7800999,7800999,pr
NONE,8102518,8102518,pr
NONE,8102520,8102520,pr
NONE,8200062,8200062,pr
NONE,8401527,8401527,pr
NONE,8101740,8101740,pr
NONE,8201537,8201537,pr
NONE,8300202,8300202,pr
NONE,7901078,7901078,pr
NONE,8101131,8101131,pr
NONE,7701096,7701096,pr
NONE,7900605,7900605,pr
NONE,7900912,7900912,pr
NONE,7900916,7900916,pr
NONE,7901127,7901127,pr
NONE,7901395,7901395,pr
NONE,7902631,7902631,pr
NONE,7700336,7700336,pr
NONE,7901127,7901127,pr
NONE,7902541,7902541,pr
NONE,8001239,8001239,pr
NONE,8100359,8100359,pr
NONE,7200600,7200600,pr
NONE,7800754,7800754,pr
NONE,7800818,7800818,pr
NONE,7801461,7801461,pr
NONE,7801497,7801497,pr
NONE,7801799,7801799,pr
NONE,7201097,7201097,pr
NONE,7601299,7601299,pr
NONE,7601462,7601462,pr
NONE,7601549,7601549,pr
NONE,7601580,7601580,pr
NONE,7700433,7700433,pr
NONE,7700613,7700613,pr
NONE,7800504,7800504,pr
NONE,7400215,7400215,pr
NONE,7401381,7401381,pr
NONE,7500652,7500652,pr
NONE,7501324,7501324,pr
NONE,7600739,7600739,pr
NONE,7601263,7601263,pr
NONE,7700943,7700943,pr
NONE,7000338,7000338,pr
NONE,7000998,7000998,pr
NONE,7300657,7300657,pr
NONE,7301055,7301055,pr
NONE,7400432,7400432,pr
NONE,7500178,7500178,pr
NONE,7000038,7000038,pr
NONE,7300512,7300512,pr
NONE,7401303,7401303,pr
NONE,7500275,7500275,pr
NONE,7500618,7500618,pr
NONE,7100420,7100420,pr
NONE,7100677,7100677,pr
NONE,7200531,7200531,pr
NONE,7200560,7200560,pr
NONE,7300494,7300494,pr
NONE,7400181,7400181,pr
NONE,7400193,7400193,pr
NONE,7400212,7400212,pr
NONE,7400358,7400358,pr
NONE,7400394,7400394,pr
NONE,7200696,7200696,pr
NONE,7300114,7300114,pr
NONE,6000177,6000177,pr
NONE,6600308,6600308,pr
NONE,6800380,6800380,pr
NONE,7100190,7100190,pr
NONE,7100208,7100208,pr
NONE,7100426,7100426,pr
NONE,7100674,7100674,pr
NONE,6100032,6100032,pr
NONE,6800869,6800869,pr
NONE,6900130,6900130,pr
NONE,7000286,7000286,pr
NONE,7000948,7000948,pr
NONE,6400166,6400166,pr
NONE,8102520,8102520,pr
NONE,8402870,8402870,pr
NONE,8500441,8500441,pr
NONE,8500878,8500878,pr
NONE,8501061,8501061,pr
NONE,8501224,8501224,pr
NONE,8400533,8400533,pr
NONE,8502119,8502119,pr
NONE,8600405,8600405,pr
NONE,8601587,8601587,pr
NONE,8601702,8601702,pr
NONE,8403162,8403162,pr
NONE,8502293,8502293,pr
NONE,8601896,8601896,pr
NONE,8601896,8601896,pr
NONE,8701762,8701762,pr
NONE,8801774,8801774,pr
NONE,8900298,8900298,pr
NONE,8900886,8900886,pr
NONE,8802057,8802057,pr
NONE,9001879,9001879,pr
NONE,8901446,8901446,pr
NONE,9002245,9002245,pr
NONE,9002605,9002605,pr
NONE,9101578,9101578,pr
NONE,9102100,9102100,pr
NONE,8000410,8000410,ct
NONE,8000715,8000715,ct
NONE,8100836,8100836,ct
NONE,8201008,8201008,ct
NONE,8400751,8400751,ct
NONE,0105807,0105807,ct
NONE,0114572,0114572,ct
NONE,8300121,8300121,ct
NONE,8300240,8300240,ct
NONE,8300359,8300359,ct
NONE,7400362,7400362,ct
NONE,7700052,7700052,ct
NONE,7900160,7900160,ct
NONE,8300380,8300380,ct
NONE,8400513,8400513,ct
NONE,7900380,7900380,ct
NONE,8000123,8000123,ct
NONE,8000610,8000610,ct
NONE,8100071,8100071,ct
NONE,8100102,8100102,ct
NONE,8100170,8100170,ct
NONE,8100193,8100193,ct
NONE,8100194,8100194,ct
NONE,8100195,8100195,ct
NONE,8100196,8100196,ct
NONE,8100247,8100247,ct
NONE,8200970,8200970,ct
NONE,8300401,8300401,ct
NONE,0105773,0105773,ct
NONE,7800327,7800327,ct
NONE,8100043,8100043,ct
NONE,8200088,8200088,ct
NONE,8200437,8200437,ct
NONE,8300210,8300210,ct
NONE,7500183,7500183,ct
NONE,8000444,8000444,ct
NONE,8000507,8000507,ct
NONE,8100082,8100082,ct
NONE,8400073,8400073,ct
NONE,7800349,7800349,ct
NONE,8100275,8100275,ct
NONE,8100408,8100408,ct
NONE,8200792,8200792,ct
NONE,8000145,8000145,ct
NONE,8200266,8200266,ct
NONE,7400332,7400332,ct
NONE,7500319,7500319,ct
NONE,8000352,8000352,ct
NONE,8100217,8100217,ct
NONE,8200378,8200378,ct
NONE,8200742,8200742,ct
NONE,7700620,7700620,ct
NONE,8100025,8100025,ct
NONE,8100068,8100068,ct
NONE,8100201,8100201,ct
NONE,7600161,7600161,ct
NONE,7800292,7800292,ct
NONE,7900284,7900284,ct
NONE,7700051,7700051,ct
NONE,7900077,7900077,ct
NONE,8200199,8200199,ct
NONE,7600260,7600260,ct
NONE,7700380,7700380,ct
NONE,7700555,7700555,ct
NONE,7700567,7700567,ct
NONE,7800222,7800222,ct
NONE,0014802,0014802,ct
NONE,7800006,7800006,ct
NONE,7800328,7800328,ct
NONE,7900165,7900165,ct
NONE,7500152,7500152,ct
NONE,7500319,7500319,ct
NONE,7700158,7700158,ct
NONE,7900122,7900122,ct
NONE,7600441,7600441,ct
NONE,7900179,7900179,ct
NONE,7900398,7900398,ct
NONE,7900642,7900642,ct
NONE,8000559,8000559,ct
NONE,8100298,8100298,ct
NONE,0014572,0014572,ct
NONE,0015609,0015609,ct
NONE,7400277,7400277,ct
NONE,7700193,7700193,ct
NONE,7900001,7900001,ct
NONE,8000154,8000154,ct
NONE,8000172,8000172,ct
NONE,8000172,8000172,ct
NONE,7500391,7500391,ct
NONE,7600090,7600090,ct
NONE,7700126,7700126,ct
NONE,8000297,8000297,ct
NONE,8000327,8000327,ct
NONE,8000411,8000411,ct
NONE,8000482,8000482,ct
NONE,7500132,7500132,ct
NONE,7500133,7500133,ct
NONE,7700127,7700127,ct
NONE,7700423,7700423,ct
NONE,7800078,7800078,ct
NONE,7800302,7800302,ct
NONE,7800455,7800455,ct
NONE,7900064,7900064,ct
NONE,7400020,7400020,ct
NONE,7600258,7600258,ct
NONE,7700291,7700291,ct
NONE,7700366,7700366,ct
NONE,7600180,7600180,ct
NONE,7700003,7700003,ct
NONE,7700195,7700195,ct
NONE,7700219,7700219,ct
NONE,7700276,7700276,ct
NONE,7400235,7400235,ct
NONE,7600234,7600234,ct
NONE,7700181,7700181,ct
NONE,7700317,7700317,ct
NONE,7700357,7700357,ct
NONE,7700462,7700462,ct
NONE,7700517,7700517,ct
NONE,7700542,7700542,ct
NONE,7700568,7700568,ct
NONE,7700578,7700578,ct
NONE,7700606,7700606,ct
NONE,7700613,7700613,ct
NONE,7700615,7700615,ct
NONE,7700645,7700645,ct
NONE,7800042,7800042,ct
NONE,7800095,7800095,ct
NONE,0015821,0015821,ct
NONE,7600202,7600202,ct
NONE,7500068,7500068,ct
NONE,7500246,7500246,ct
NONE,7500246,7500246,ct
NONE,7700413,7700413,ct
NONE,7800189,7800189,ct
NONE,7500203,7500203,ct
NONE,7500359,7500359,ct
NONE,7500382,7500382,ct
NONE,7600075,7600075,ct
NONE,7600369,7600369,ct
NONE,7700128,7700128,ct
NONE,0014147,0014147,ct
NONE,0014148,0014148,ct
NONE,0014191,0014191,ct
NONE,0014231,0014231,ct
NONE,0014233,0014233,ct
NONE,0014234,0014234,ct
NONE,0014235,0014235,ct
NONE,0014236,0014236,ct
NONE,0014333,0014333,ct
NONE,0014384,0014384,ct
NONE,0014546,0014546,ct
NONE,0015038,0015038,ct
NONE,0015262,0015262,ct
NONE,0015664,0015664,ct
NONE,7400067,7400067,ct
NONE,7400105,7400105,ct
NONE,7400276,7400276,ct
NONE,7500225,7500225,ct
NONE,7400026,7400026,ct
NONE,7500151,7500151,ct
NONE,7500263,7500263,ct
NONE,7500336,7500336,ct
NONE,7500366,7500366,ct
NONE,7500408,7500408,ct
NONE,0015941,0015941,ct
NONE,7400013,7400013,ct
NONE,7500029,7500029,ct
NONE,7500261,7500261,ct
NONE,7400133,7400133,ct
NONE,7500122,7500122,ct
NONE,7500303,7500303,ct
NONE,7500304,7500304,ct
NONE,7500370,7500370,ct
NONE,7400131,7400131,ct
NONE,0012156,0012156,ct
NONE,0014010,0014010,ct
NONE,0014232,0014232,ct
NONE,0014583,0014583,ct
NONE,0015010,0015010,ct
NONE,0015136,0015136,ct
NONE,0015137,0015137,ct
NONE,7400364,7400364,ct
NONE,0011386,0011386,ct
NONE,0011464,0011464,ct
NONE,0012316,0012316,ct
NONE,0013999,0013999,ct
NONE,0014505,0014505,ct
NONE,0014583,0014583,ct
NONE,0015028,0015028,ct
NONE,0015500,0015500,ct
NONE,7400018,7400018,ct
NONE,7400046,7400046,ct
NONE,0012685,0012685,ct
NONE,0012686,0012686,ct
NONE,0012687,0012687,ct
NONE,0012688,0012688,ct
NONE,0013728,0013728,ct
NONE,0014426,0014426,ct
NONE,0014706,0014706,ct
NONE,0014935,0014935,ct
NONE,0015689,0015689,ct
NONE,0013264,0013264,ct
NONE,0013320,0013320,ct
NONE,0013998,0013998,ct
NONE,0011990,0011990,ct
NONE,0012514,0012514,ct
NONE,0012733,0012733,ct
NONE,0013319,0013319,ct
NONE,0013590,0013590,ct
NONE,0014362,0014362,ct
NONE,0012062,0012062,ct
NONE,0013138,0013138,ct
NONE,0013261,0013261,ct
NONE,0013262,0013262,ct
NONE,0013263,0013263,ct
NONE,8200502,8200502,ct
NONE,8200969,8200969,ct
NONE,8200979,8200979,ct
NONE,8300799,8300799,ct
NONE,0104774,0104774,ct
NONE,8000172,8000172,ct
NONE,8100145,8100145,ct
NONE,8200305,8200305,ct
NONE,8500421,8500421,ct
NONE,7400332,7400332,ct
NONE,8000002,8000002,ct
NONE,8400446,8400446,ct
NONE,7900144,7900144,ct
NONE,8300050,8300050,ct
NONE,8300654,8300654,ct
NONE,8500420,8500420,ct
NONE,8200242,8200242,ct
NONE,8200242,8200242,ct
NONE,8200554,8200554,ct
NONE,8200554,8200554,ct
NONE,8400446,8400446,ct
NONE,8400783,8400783,ct
NONE,8600539,8600539,ct
NONE,7700391,7700391,ct
NONE,8601528,8601528,ct
NONE,8500105,8500105,ct
NONE,8500170,8500170,ct
NONE,8400435,8400435,ct
NONE,8400559,8400559,ct
NONE,8800221,8800221,ct
NONE,8401527,8401527,nyn
NONE,8300027,8300027,nyn
NONE,7900485,7900485,nyn
NONE,8200789,8200789,nyn
NONE,8300537,8300537,nyn
NONE,8301720,8301720,nyn
NONE,7800580,7800580,nyn
NONE,7900033,7900033,nyn
NONE,7900217,7900217,nyn
NONE,7900404,7900404,nyn
NONE,8100852,8100852,nyn
NONE,8200558,8200558,nyn
NONE,8200866,8200866,nyn
NONE,7600341,7600341,nyn
NONE,7800406,7800406,nyn
NONE,8000022,8000022,nyn
NONE,8100750,8100750,nyn
NONE,8000798,8000798,nyn
NONE,8100627,8100627,nyn
NONE,7100359,7100359,nyn
NONE,7200255,7200255,nyn
NONE,7600479,7600479,nyn
NONE,7700061,7700061,nyn
NONE,7700220,7700220,nyn
NONE,7800144,7800144,nyn
NONE,7900587,7900587,nyn
NONE,8200041,8200041,nyn
NONE,7800312,7800312,nyn
NONE,7800368,7800368,nyn
NONE,7700012,7700012,nyn
NONE,7700113,7700113,nyn
NONE,7700459,7700459,nyn
NONE,7900261,7900261,nyn
NONE,7900556,7900556,nyn
NONE,7800002,7800002,nyn
NONE,7900163,7900163,nyn
NONE,7900288,7900288,nyn
NONE,8000974,8000974,nyn
NONE,7500128,7500128,nyn
NONE,7500128,7500128,nyn
NONE,7500179,7500179,nyn
NONE,7500327,7500327,nyn
NONE,7700159,7700159,nyn
NONE,7800602,7800602,nyn
NONE,7800082,7800082,nyn
NONE,7800243,7800243,nyn
NONE,7800580,7800580,nyn
NONE,7500178,7500178,nyn
NONE,7600170,7600170,nyn
NONE,7600404,7600404,nyn
NONE,7600410,7600410,nyn
NONE,7800345,7800345,nyn
NONE,7800472,7800472,nyn
NONE,7400445,7400445,nyn
NONE,7500128,7500128,nyn
NONE,7500305,7500305,nyn
NONE,7500425,7500425,nyn
NONE,7700047,7700047,nyn
NONE,7700393,7700393,nyn
NONE,7700460,7700460,nyn
NONE,7400205,7400205,nyn
NONE,7500312,7500312,nyn
NONE,7600246,7600246,nyn
NONE,7600527,7600527,nyn
NONE,7100288,7100288,nyn
NONE,7200122,7200122,nyn
NONE,7400375,7400375,nyn
NONE,7500126,7500126,nyn
NONE,7500128,7500128,nyn
NONE,7500303,7500303,nyn
NONE,7500304,7500304,nyn
NONE,7600086,7600086,nyn
NONE,7200297,7200297,nyn
NONE,7200557,7200557,nyn
NONE,7300197,7300197,nyn
NONE,7400191,7400191,nyn
NONE,0010007,0010007,nyn
NONE,7100540,7100540,nyn
NONE,7300310,7300310,nyn
NONE,7300520,7300520,nyn
NONE,6800434,6800434,nyn
NONE,7300287,7300287,nyn
NONE,6700378,6700378,nyn
NONE,7000153,7000153,nyn
NONE,6700187,6700187,nyn
NONE,0009662,0009662,nyn
NONE,6700031,6700031,nyn
NONE,8300211,8300211,nyn
NONE,8301646,8301646,nyn
NONE,8301178,8301178,nyn
NONE,8301707,8301707,nyn
NONE,8401630,8401630,nyn
NONE,8000225,8000225,nyn
NONE,8301720,8301720,nyn
NONE,8400652,8400652,nyn
NONE,8501613,8501613,nyn
NONE,8501614,8501614,nyn
NONE,8501615,8501615,nyn
NONE,8600199,8600199,nyn
NONE,8400442,8400442,nyn
NONE,8100852,8100852,nyn
NONE,8600253,8600253,nyn
NONE,8100234,8100234,nyn
NONE,8300169,8300169,nyn
NONE,8501658,8501658,nyn
NONE,8700407,8700407,nyn
NONE,8501367,8501367,nyn
NONE,8600070,8600070,nyn
NONE,8900909,8900909,nyn
NONE,8801292,8801292,nyn
NONE,8401382,8401382,nyn
NONE,8002833,8002833,nye
NONE,8100633,8100633,nye
NONE,8102276,8102276,nye
NONE,8102868,8102868,nye
NONE,8200043,8200043,nye
NONE,8200044,8200044,nye
NONE,8200967,8200967,nye
NONE,8201552,8201552,nye
NONE,8201574,8201574,nye
NONE,8301885,8301885,nye
NONE,8301886,8301886,nye
NONE,8400524,8400524,nye
NONE,8400916,8400916,nye
NONE,8402812,8402812,nye
NONE,8403771,8403771,nye
NONE,8404276,8404276,nye
NONE,8404334,8404334,nye
NONE,8501591,8501591,nye
NONE,8104055,8104055,nye
NONE,8200239,8200239,nye
NONE,8203723,8203723,nye
NONE,8302494,8302494,nye
NONE,8402644,8402644,nye
NONE,7501360,7501360,nye
NONE,7900414,7900414,nye
NONE,7900619,7900619,nye
NONE,8000352,8000352,nye
NONE,8000576,8000576,nye
NONE,8101126,8101126,nye
NONE,8101256,8101256,nye
NONE,8103498,8103498,nye
NONE,8201281,8201281,nye
NONE,8201524,8201524,nye
NONE,8202420,8202420,nye
NONE,8203010,8203010,nye
NONE,8203197,8203197,nye
NONE,8204134,8204134,nye
NONE,8204147,8204147,nye
NONE,8204281,8204281,nye
NONE,8301178,8301178,nye
NONE,8301221,8301221,nye
NONE,8301222,8301222,nye
NONE,8301512,8301512,nye
NONE,8301939,8301939,nye
NONE,8401149,8401149,nye
NONE,7902723,7902723,nye
NONE,8000107,8000107,nye
NONE,8100606,8100606,nye
NONE,8200427,8200427,nye
NONE,8301729,8301729,nye
NONE,8302053,8302053,nye
NONE,8400717,8400717,nye
NONE,7501168,7501168,nye
NONE,7602195,7602195,nye
NONE,7701275,7701275,nye
NONE,7802823,7802823,nye
NONE,7900414,7900414,nye
NONE,7901937,7901937,nye
NONE,7903103,7903103,nye
NONE,8002000,8002000,nye
NONE,8100041,8100041,nye
NONE,8100049,8100049,nye
NONE,8100092,8100092,nye
NONE,8100098,8100098,nye
NONE,8100101,8100101,nye
NONE,8100110,8100110,nye
NONE,8100136,8100136,nye
NONE,8100153,8100153,nye
NONE,8100177,8100177,nye
NONE,8100285,8100285,nye
NONE,8100366,8100366,nye
NONE,8100645,8100645,nye
NONE,8100934,8100934,nye
NONE,8100937,8100937,nye
NONE,8100965,8100965,nye
NONE,8101013,8101013,nye
NONE,8101015,8101015,nye
NONE,8101016,8101016,nye
NONE,8101413,8101413,nye
NONE,8102483,8102483,nye
NONE,8103314,8103314,nye
NONE,8200193,8200193,nye
NONE,8200203,8200203,nye
NONE,8201014,8201014,nye
NONE,8201505,8201505,nye
NONE,8201603,8201603,nye
NONE,8201653,8201653,nye
NONE,8201680,8201680,nye
NONE,8201692,8201692,nye
NONE,8201778,8201778,nye
NONE,8201855,8201855,nye
NONE,8201877,8201877,nye
NONE,8201881,8201881,nye
NONE,8201895,8201895,nye
NONE,8201982,8201982,nye
NONE,8202958,8202958,nye
NONE,8203046,8203046,nye
NONE,8203441,8203441,nye
NONE,8101339,8101339,nye
NONE,8101413,8101413,nye
NONE,8103156,8103156,nye
NONE,8103925,8103925,nye
NONE,8200253,8200253,nye
NONE,8300296,8300296,nye
NONE,8300383,8300383,nye
NONE,7301779,7301779,nye
NONE,7600986,7600986,nye
NONE,7602022,7602022,nye
NONE,7701673,7701673,nye
NONE,7800674,7800674,nye
NONE,7802349,7802349,nye
NONE,7802390,7802390,nye
NONE,7802742,7802742,nye
NONE,7900273,7900273,nye
NONE,7900424,7900424,nye
NONE,7903153,7903153,nye
NONE,8001781,8001781,nye
NONE,8003015,8003015,nye
NONE,8003016,8003016,nye
NONE,8003017,8003017,nye
NONE,8003076,8003076,nye
NONE,8003208,8003208,nye
NONE,8100248,8100248,nye
NONE,8100319,8100319,nye
NONE,8100357,8100357,nye
NONE,8100451,8100451,nye
NONE,8101890,8101890,nye
NONE,8102204,8102204,nye
NONE,8102656,8102656,nye
NONE,8103304,8103304,nye
NONE,8103517,8103517,nye
NONE,7901732,7901732,nye
NONE,8002194,8002194,nye
NONE,8003087,8003087,nye
NONE,7301436,7301436,nye
NONE,7400979,7400979,nye
NONE,7500135,7500135,nye
NONE,7500467,7500467,nye
NONE,7600289,7600289,nye
NONE,7600290,7600290,nye
NONE,7600349,7600349,nye
NONE,7600354,7600354,nye
NONE,7600470,7600470,nye
NONE,7601062,7601062,nye
NONE,7601226,7601226,nye
NONE,7601885,7601885,nye
NONE,7700115,7700115,nye
NONE,7700391,7700391,nye
NONE,7701322,7701322,nye
NONE,7701346,7701346,nye
NONE,7701936,7701936,nye
NONE,7701957,7701957,nye
NONE,7701961,7701961,nye
NONE,7800386,7800386,nye
NONE,7800595,7800595,nye
NONE,7800683,7800683,nye
NONE,7800980,7800980,nye
NONE,7801137,7801137,nye
NONE,7801234,7801234,nye
NONE,7801235,7801235,nye
NONE,7801357,7801357,nye
NONE,7801534,7801534,nye
NONE,7801551,7801551,nye
NONE,7801756,7801756,nye
NONE,7802036,7802036,nye
NONE,7802477,7802477,nye
NONE,7802673,7802673,nye
NONE,7802743,7802743,nye
NONE,7802817,7802817,nye
NONE,7900027,7900027,nye
NONE,7900142,7900142,nye
NONE,7900410,7900410,nye
NONE,7900719,7900719,nye
NONE,7900816,7900816,nye
NONE,7900982,7900982,nye
NONE,7901228,7901228,nye
NONE,7901696,7901696,nye
NONE,7902365,7902365,nye
NONE,7902505,7902505,nye
NONE,7903190,7903190,nye
NONE,7701478,7701478,nye
NONE,7802028,7802028,nye
NONE,7802723,7802723,nye
NONE,7902247,7902247,nye
NONE,7101537,7101537,nye
NONE,7701275,7701275,nye
NONE,7701275,7701275,nye
NONE,7702143,7702143,nye
NONE,7702167,7702167,nye
NONE,7702440,7702440,nye
NONE,7702441,7702441,nye
NONE,7800117,7800117,nye
NONE,7800238,7800238,nye
NONE,7800284,7800284,nye
NONE,7800338,7800338,nye
NONE,7800339,7800339,nye
NONE,7800340,7800340,nye
NONE,7800341,7800341,nye
NONE,7800342,7800342,nye
NONE,7800343,7800343,nye
NONE,7800344,7800344,nye
NONE,7800345,7800345,nye
NONE,7800346,7800346,nye
NONE,7800347,7800347,nye
NONE,7800348,7800348,nye
NONE,7800349,7800349,nye
NONE,7800375,7800375,nye
NONE,7800376,7800376,nye
NONE,7800377,7800377,nye
NONE,7800556,7800556,nye
NONE,7800686,7800686,nye
NONE,7800687,7800687,nye
NONE,7800688,7800688,nye
NONE,7800689,7800689,nye
NONE,7800788,7800788,nye
NONE,7800789,7800789,nye
NONE,7800790,7800790,nye
NONE,7800910,7800910,nye
NONE,7801535,7801535,nye
NONE,7801646,7801646,nye
NONE,7802111,7802111,nye
NONE,7900218,7900218,nye
NONE,7900464,7900464,nye
NONE,7900716,7900716,nye
NONE,7900720,7900720,nye
NONE,7900745,7900745,nye
NONE,7902253,7902253,nye
NONE,7902254,7902254,nye
NONE,7902634,7902634,nye
NONE,7902790,7902790,nye
NONE,7903007,7903007,nye
NONE,7903064,7903064,nye
NONE,8000268,8000268,nye
NONE,8001162,8001162,nye
NONE,8001375,8001375,nye
NONE,8001769,8001769,nye
NONE,8001818,8001818,nye
NONE,8001943,8001943,nye
NONE,8002181,8002181,nye
NONE,8002478,8002478,nye
NONE,8003331,8003331,nye
NONE,8003512,8003512,nye
NONE,8100080,8100080,nye
NONE,8100405,8100405,nye
NONE,8100421,8100421,nye
NONE,7901262,7901262,nye
NONE,7902763,7902763,nye
NONE,8002182,8002182,nye
NONE,8002194,8002194,nye
NONE,8100788,8100788,nye
NONE,7301717,7301717,nye
NONE,7500987,7500987,nye
NONE,7501360,7501360,nye
NONE,7501463,7501463,nye
NONE,7600851,7600851,nye
NONE,7601885,7601885,nye
NONE,7601920,7601920,nye
NONE,7602022,7602022,nye
NONE,7700026,7700026,nye
NONE,7700541,7700541,nye
NONE,7701275,7701275,nye
NONE,7701942,7701942,nye
NONE,7702378,7702378,nye
NONE,7800019,7800019,nye
NONE,7800609,7800609,nye
NONE,7800694,7800694,nye
NONE,7801535,7801535,nye
NONE,7801968,7801968,nye
NONE,7802390,7802390,nye
NONE,7802742,7802742,nye
NONE,7900311,7900311,nye
NONE,7900345,7900345,nye
NONE,7900439,7900439,nye
NONE,7901228,7901228,nye
NONE,7900472,7900472,nye
NONE,7301370,7301370,nye
NONE,7401615,7401615,nye
NONE,7500085,7500085,nye
NONE,7501275,7501275,nye
NONE,7501275,7501275,nye
NONE,7501639,7501639,nye
NONE,7600430,7600430,nye
NONE,7600950,7600950,nye
NONE,7601059,7601059,nye
NONE,7601282,7601282,nye
NONE,7601468,7601468,nye
NONE,7601518,7601518,nye
NONE,7602081,7602081,nye
NONE,7602278,7602278,nye
NONE,7700254,7700254,nye
NONE,7700639,7700639,nye
NONE,7700670,7700670,nye
NONE,7700849,7700849,nye
NONE,7701626,7701626,nye
NONE,7701822,7701822,nye
NONE,7701924,7701924,nye
NONE,7702047,7702047,nye
NONE,7702113,7702113,nye
NONE,7800688,7800688,nye
NONE,7701415,7701415,nye
NONE,7100609,7100609,nye
NONE,7201331,7201331,nye
NONE,7300433,7300433,nye
NONE,7300545,7300545,nye
NONE,7301222,7301222,nye
NONE,7400482,7400482,nye
NONE,7400977,7400977,nye
NONE,7401580,7401580,nye
NONE,7500461,7500461,nye
NONE,7500648,7500648,nye
NONE,7500694,7500694,nye
NONE,7500940,7500940,nye
NONE,7501163,7501163,nye
NONE,7501359,7501359,nye
NONE,7501473,7501473,nye
NONE,7501719,7501719,nye
NONE,7501733,7501733,nye
NONE,7502145,7502145,nye
NONE,7600399,7600399,nye
NONE,7600603,7600603,nye
NONE,7600622,7600622,nye
